"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-10",,"85","61",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-11",,"85","68",,,,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-12",,"86","62",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-13",,"70","51",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-14",,"75","48",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-15",,"77","50",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-16",,"78","58",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-17",,"85","66",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-18",,"74","60",,"    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-19",,"82","58",,"    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-20",,"66","53",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-21",,"64","50",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-22",,"76","53",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-23",,"70","47",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-24",,"83","49",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-25",,"89","59",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-26",,"92","65",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-27",,"90","69",,,,"    1",,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-28",,"92","69",,"    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-29",,"86","61",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-30",,"86","65",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-31",,"94","57",,"    1",,"    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-01",,"57","51",,"    1",,"    1",,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-02",,"57","50",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-03",,"72","53",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-04",,"67","54",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-05",,"73","56",,"    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-06",,"77","55",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-07",,"77","49",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-08",,"83","63",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-09",,"85","68",,"    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-10",,"83","61",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-11",,"95","70",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-12",,"91","73",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-13",,"86","69",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-14",,"90","64",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-15",,"85","65",,"    1",,"    1",,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-16",,"85","65",,"    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-17",,"83","66",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-18",,"76","65",,,,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-19",,"87","67",,,,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-20",,"74","64",,"    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-21",,"90","69",,"    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-22",,"88","71",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-23",,"92","72",,,,"    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-24",,"84","66",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-25",,"87","63",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-26",,"80","70",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-27",,"71","59",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-28",,"73","61",,"    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-29",,"78","61",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-30",,"85","64",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-01",,"84","69",,"    1","    1","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-02",,"83","65",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-03",,"83","63",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-04",,"78","68",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-05",,"86","65",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-06",,"85","68",,"    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-07",,"92","75",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-08",,"88","75",,"    1",,"    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-09",,"81","66",,"    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-10",,"85","71",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-11",,"88","67",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-12",,"89","68",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-13",,"87","71",,,,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-14",,"82","70",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-15",,"83","72",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-16",,"81","63",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-17",,"81","62",,,,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-18",,"87","71",,"    1",,"    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-19",,"98","73",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-20",,"94","79",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-21",,"89","71",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-22",,"84","66",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-23",,"85","64",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-24",,"86","65",,,,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-25",,"86","67",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-26",,"90","71",,,,"    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-27",,"89","72",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-28",,"95","72",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-29",,"95","74",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-30",,"90","75",,,,"    1",,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-31",,"92","70",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-01",,"90","70",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-02",,"90","66",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-03",,"94","71",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-04",,"91","70",,,,"    1",,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-05",,"89","68",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-06",,"84","61",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-07",,"84","66",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-08",,"83","63",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-09",,"85","65",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-10",,"83","67",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-11",,"82","71",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-12",,"87","67",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-13",,"84","66",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-14",,"90","61",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-15",,"94","68",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-16",,"95","72",,,,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-17",,"94","73",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-18",,"93","72",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-19",,"88","75",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-20",,"89","76",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-21",,"88","71",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-22",,"85","65",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-23",,"86","65",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-24",,"87","69",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-25",,"94","70",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-26",,"84","64",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-27",,"81","63",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-28",,"82","61",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-29",,"87","61",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-30",,"90","66",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-31",,"91","74",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-01",,"93","70",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-02",,"93","69",,,,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-03",,"93","70",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-04",,"84","71",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-05",,"83","65",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-06",,"87","60",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-07",,"97","63",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-08",,"96","72",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-09",,"91","73",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-10",,"78","68",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-11",,"83","65",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-12",,"83","63",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-13",,"79","59",,"    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-14",,"77","56",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-15",,"85","54",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-16",,"92","59",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-17",,"92","62",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-18",,"88","61",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-19",,"83","63",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-20",,"78","62",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-21",,"73","57",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-22",,"71","60",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-23",,"81","56",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-24",,"82","55",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-25",,"74","61",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-26",,"70","59",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-27",,"71","53",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-28",,"81","65",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-29",,"89","70",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09-30",,"82","57",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-01",,"65","54",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-02",,"54","48",,"    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-03",,"54","48",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-04",,"64","52",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-05",,"66","51",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-06",,"74","45",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-07",,"75","54",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-08",,"74","53",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-09",,"82","57",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-10",,"66","49",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-11",,"71","44",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-12",,"79","46",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-13",,"71","57",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-14",,"70","53",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-15",,"67","46",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-16",,"66","47",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-17",,"57","38",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-18",,"50","33",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-19",,"61","28",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-20",,"75","46",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-21",,"80","49",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-22",,"78","50",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-23",,"64","44",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-24",,"57","36",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-25",,"71","45",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-26",,"61","37",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-27",,"59","37",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-28",,"69","49",,"    1",,"    1",,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-29",,"74","55",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-30",,"61","46",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10-31",,"55","36",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-01",,"66","50",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-02",,"67","46",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-03",,"77","43",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-04",,"74","46",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-05",,"73","54",,"    1","    1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-06",,"77","64",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-07",,"70","51",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-08",,"59","41",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-09",,"60","34",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-10",,"58","51",,,,"    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-11",,"60","50",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-12",,"61","52",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-13",,"59","46",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-14",,"50","39",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-15",,"60","31",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-16",,"71","41",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-17",,"51","38",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-18",,"61","40",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-19",,"68","58",,"    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-20",,"64","41",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-21",,"53","37",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-22",,"55","41",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-23",,"45","32",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-24",,"47","26",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-25",,"50","30",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-26",,"59","32",,"    1","    1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-27",,"65","41",,"    1","    1",,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-28",,"63","43",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-29",,"50","37",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11-30",,"46","32",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-01",,"51","41",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-02",,"60","44",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-03",,"54","43",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-04",,"53","35",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-05",,"53","32",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-06",,"56","29",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-07",,"57","32",,"    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-08",,"48","34",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-09",,"56","32",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-10",,"67","45",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-11",,"66","41",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-12",,"64","46",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-13",,"68","51",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-14",,"65","51",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-15",,"67","52",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-16",,"53","44",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-17",,"66","47",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-18",,"56","35",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-19",,"41","34",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-20",,"45","33",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-21",,"53","33",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-22",,"61","49",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-23",,"65","46",,"    1","    1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-24",,"74","55",,"    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-25",,"67","52",,"    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-26",,"57","47",,"    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-27",,"61","45",,"    1","    1",,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-28",,"45","35",,,,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-29",,"71","34",,"    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-30",,"47","37",,"    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12-31",,"48","39",,"    1",,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-01",,"36","21",,,,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-02",,"41","30",,,,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-03",,"39","24",,"    1","    1",,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-04",,"53","38",,"    1","    1",,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-05",,"48","17",,,,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-06",,"19","15",,"    1",,,,,,"    1",,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-07",,"24","7",,,,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-08",,"20","5",,,,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-09",,"30","15",,"    1","    1",,,,,"    1",,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-10",,"21","14",,,,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-11",,"34","14",,,,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-12",,"36","32",,"    1","    1",,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-13",,"34","11",,,,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-14",,"30","11",,,,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-15",,"32","19",,,,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-16",,"41","17",,,,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-17",,"27","12",,,,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-18",,"42","22",,"    1","    1",,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-19",,"40","34",,,,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-20",,"36","26",,,,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-21",,"34","20",,,,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-22",,"37","27",,"    1",,,,,,"    1",,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-23",,"37","18",,,,,,,,"    1",,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-24",,"35","31",,"    1","    1",,,,,"    1",,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-25",,"38","23",,,,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-26",,"71","19",,"    1","    1",,,,,"    1",,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-27",,"23","15",,"    1","    1",,,,,"    1",,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-28",,"30","14",,,,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-29",,"30","11",,,,,,,,"    1",,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-30",,"35","18",,"    1",,,,,,"    1",,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-01-31",,"23","9",,,,,,,,"    1",,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-02-01",,"34","16",,"    1",,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-02-02",,"30","12",,"    1","    1",,,,,"    1",,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-02-03",,"23","10",,,,,,,,"    1",,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-02-04",,"37","11",,,,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-02-05",,"36","11",,"    1",,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-02-06",,"24","7",,,,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-02-07",,"31","15",,"    1",,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-02-08",,"34","25",,"    1",,,,,,"    1",,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-02-09",,"25","21",,"    1","    1",,,,,"    1",,
