"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-31","44","48","37",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-01","42","53","34",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-02","46","57","33",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-03","50","59","46",,"    1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-04","51","56","44",,"    1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-05","50","65","38",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-06","49","60","39",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-07","51","57","44",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-08","45","49","36",,"    1",,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-09","40","44","38",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-10","44","58","40",,"    1","    1",,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-11","56","61","45",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-12","51","61","43",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-13","51","62","43",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-14","56","66","50",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-15","60","72","50",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-16","57","60","48",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-17","56","69","52",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-18","62","73","51",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-19","56","62","47",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-20","51","58","47",,"    1","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-21","58","67","50",,"    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-22","55","63","46",,,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-23","48","54","42",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-24","44","52","39",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-25","46","59","39",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-26","51","59","43",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-27","55","63","49",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-28","58","71","51",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-29","63","77","50",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-30","55","63","48",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-01","51","56","47",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-02","51","61","43",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-03","55","67","46",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-04","61","74","50",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-05","67","82","55",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-06","65","70","54",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-07","62","72","51",,"    1","    1",,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-08","60","72","53",,"    1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-09","61","64","58",,"    1","    1",,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-10","64","74","58",,"    1","    1",,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-11","68","77","62",,"    1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-12","73","87","65",,"    1","    1",,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-13","67","73","55",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-14","60","71","51",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-15","61","71","53",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-16","62","70","58",,"    1",,"    1",,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-17","69","81","61",,"    1","    1",,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-18","63","68","57",,"    1",,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-19","62","75","57",,"    1","    1",,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-20","63","69","54",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-21","56","62","52",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-22","63","79","54",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-23","60","68","51",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-24","62","74","53",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-25","66","77","57",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-26","68","76","60",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-27","66","74","61",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-28","65","78","60",,"    1",,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-29","71","80","63",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-30","69","78","62",,"    1",,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-31","69","79","63",,,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-01","62","63","52",,"    1",,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-02","53","56","51",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-03","58","68","53",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-04","59","67","55",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-05","60","69","57",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-06","66","79","59",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-07","64","71","56",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-08","66","73","61",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-09","70","85","64",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-10","74","79","65",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-11","75","87","66",,,,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-12","78","85","71",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-13","80","88","67",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-14","75","86","66",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-15","72","81","66",,"    1",,"    1",,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-16","69","79","66",,"    1",,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-17","74","81","66",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-18","67","71","65",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-19","74","89","67",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-20","72","75","67",,"    1",,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-21","77","90","71",,"    1",,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-22","82","89","74",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-23","79","89","72",,,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-24","79","86","69",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-25","76","82","67",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-26","74","81","69",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-27","68","71","62",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-28","67","76","64",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-29","72","79","64",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-30","73","81","66",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-01","76","85","71",,"    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-02","77","80","69",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-03","73","82","65",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-04","73","80","67",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-05","74","81","67",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-06","75","83","69",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-07","78","84","74",,"    1","    1",,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-08","80","89","74",,,,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-09","75","77","72",,"    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-10","77","86","73",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-11","78","86","70",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-12","78","86","71",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-13","77","84","72",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-14","76","80","73",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-15","77","82","73",,"    1",,"    1",,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-16","73","79","66",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-17","72","80","67",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-18","76","83","73",,,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-19","80","89","75",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-20","85","95","79",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-21","84","89","76",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-22","80","89","72",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-23","79","88","70",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-24","78","87","68",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-25","78","84","70",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-26","79","87","71",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-27","78","85","75",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-28","80","89","73",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-29","84","95","74",,"    1",,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-30","79","85","76",,"    1",,"    1",,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-31","81","93","73",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-01","82","91","74",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-02","81","87","70",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-03","79","89","71",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-04","81","92","70",,,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-05","82","91","71",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-06","78","86","69",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-07","77","86","69",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-08","75","83","67",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-09","75","87","66",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-10","75","81","68",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-11","76","81","72",,"    1",,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-12","79","88","73",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-13","77","87","69",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-14","77","86","66",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-15","78","88","70",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-16","80","90","74",,,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-17","80","91","74",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-18","80","86","75",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-19","80","86","76",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-20","81","87","77",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-21","79","87","73",,"    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-22","78","86","70",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-23","76","83","69",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-24","77","84","71",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-25","79","85","75",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-26","77","84","68",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-27","76","83","68",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-28","73","82","64",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-29","76","84","68",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-30","77","84","69",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-31","81","91","75",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-01","81","87","73",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-02","78","86","71",,"    1",,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-03","81","93","73",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-04","78","85","70",,,,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-05","72","81","63",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-06","71","80","62",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-07","76","86","70",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-08","80","91","73",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-09","79","87","75",,"    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-10","76","79","71",,"    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-11","73","82","66",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-12","74","80","68",,"    1",,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-13","72","79","62",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-14","68","78","60",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-15","72","80","62",,,,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-16","74","84","62",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-17","74","84","64",,,,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-18","74","83","65",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-19","73","80","68",,"    1",,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-20","74","80","64",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-21","66","72","59",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-22","67","73","63",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-23","68","80","58",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-24","69","83","59",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-25","68","75","63",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-26","66","73","59",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-27","63","72","56",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-28","68","79","61",,"    1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-29","73","80","69",,"    1",,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-30","73","78","60",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-01","60","61","56",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-02","54","57","50",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-03","53","57","51",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-04","58","66","54",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-05","58","67","53",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-06","61","74","51",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-07","64","71","57",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-08","64","70","55",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-09","66","74","61",,"    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-10","61","66","52",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-11","58","68","50",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-12","62","72","53",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-13","66","74","60",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-14","65","70","58",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-15","59","65","52",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-16","60","66","54",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-17","54","58","43",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-18","45","53","38",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-19","43","52","36",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-20","56","70","49",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-21","61","71","52",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-22","61","70","53",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-23","60","66","44",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-24","49","59","42",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-25","61","70","49",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-26","53","60","45",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-27","51","59","42",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-28","57","68","52",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-29","67","74","59",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-30","58","63","47",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-31","49","55","40",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-01","58","64","54",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-02","59","65","51",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-03","56","70","45",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-04","60","69","50",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-05","60","69","53",,"    1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-06","65","75","62",,"    1","    1",,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-07","65","70","55",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-08","54","60","43",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-09","50","59","39",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-10","57","59","53",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-11","54","59","50",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-12","56","60","52",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-13","57","61","48",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-14","49","51","42",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-15","48","59","40",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-16","56","69","45",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-17","50","53","40",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-18","50","60","43",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-19","60","63","58",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-20","59","63","45",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-21","48","55","42",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-22","53","58","44",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-23","42","46","35",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-24","39","48","31",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-25","42","51","32",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-26","46","60","35",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-27","54","63","43",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-28","55","65","46",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-29","44","50","38",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-30","41","50","34",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-12-01","48","53","46",,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-12-02","50","57","47",,"    1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-12-03","52","56","45",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-12-04","47","53","41",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-12-05","45","53","35",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-12-06","45","51","38",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-12-07","47","55","40",,,,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-12-08","46","51","40",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-12-09","44","55","34",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-12-10","54","59","48",,"    1",,,,,,"    1",,
